0.000000	1.000000	-nan
0.010000	0.970238	-nan
0.020000	0.941568	-nan
0.030000	0.913947	-nan
0.040000	0.887338	-nan
0.050000	0.861702	-nan
0.060000	0.837005	-nan
0.070000	0.813209	-nan
0.080000	0.790282	-nan
0.090000	0.768191	-nan
0.100000	0.746905	-nan
0.110000	0.726394	-nan
0.120000	0.706629	-nan
0.130000	0.687581	-nan
0.140000	0.669225	-nan
0.150000	0.651534	-nan
0.160000	0.634484	-nan
0.170000	0.618050	-nan
0.180000	0.602208	-nan
0.190000	0.586938	-nan
0.200000	0.572217	-nan
0.210000	0.558024	-nan
0.220000	0.544341	-nan
0.230000	0.531147	-nan
0.240000	0.518423	-nan
0.250000	0.506153	-nan
0.260000	0.494319	-nan
0.270000	0.482904	-nan
0.280000	0.471894	-nan
0.290000	0.461271	-nan
0.300000	0.451022	-nan
0.310000	0.441133	-nan
0.320000	0.431588	-nan
0.330000	0.422377	-nan
0.340000	0.413485	-nan
0.350000	0.404901	-nan
0.360000	0.396612	-nan
0.370000	0.388609	-nan
0.380000	0.380878	-nan
0.390000	0.373411	-nan
0.400000	0.366196	-nan
0.410000	0.359225	-nan
0.420000	0.352487	-nan
0.430000	0.345974	-nan
0.440000	0.339677	-nan
0.450000	0.333588	-nan
0.460000	0.327699	-nan
0.470000	0.322002	-nan
0.480000	0.316489	-nan
0.490000	0.311154	-nan
0.500000	0.305990	-nan
0.510000	0.300990	-nan
0.520000	0.296148	-nan
0.530000	0.291458	-nan
0.540000	0.286913	-nan
0.550000	0.282510	-nan
0.560000	0.278241	-nan
0.570000	0.274102	-nan
0.580000	0.270088	-nan
0.590000	0.266194	-nan
0.600000	0.262416	-nan
0.610000	0.258748	-nan
0.620000	0.255188	-nan
0.630000	0.251732	-nan
0.640000	0.248374	-nan
0.650000	0.245111	-nan
0.660000	0.241939	-nan
0.670000	0.238857	-nan
0.680000	0.235859	-nan
0.690000	0.232944	-nan
0.700000	0.230107	-nan
0.710000	0.227346	-nan
0.720000	0.224658	-nan
0.730000	0.222041	-nan
0.740000	0.219492	-nan
0.750000	0.217009	-nan
0.760000	0.214589	-nan
0.770000	0.212229	-nan
0.780000	0.209928	-nan
0.790000	0.207685	-nan
0.800000	0.205496	-nan
0.810000	0.203360	-nan
0.820000	0.201275	-nan
0.830000	0.199238	-nan
0.840000	0.197250	-nan
0.850000	0.195308	-nan
0.860000	0.193409	-nan
0.870000	0.191554	-nan
0.880000	0.189740	-nan
0.890000	0.187966	-nan
0.900000	0.186232	-nan
0.910000	0.184534	-nan
0.920000	0.182873	-nan
0.930000	0.181247	-nan
0.940000	0.179655	-nan
0.950000	0.178097	-nan
0.960000	0.176570	-nan
0.970000	0.175073	-nan
0.980000	0.173607	-nan
0.990000	0.172170	-nan
1.000000	0.170761	-nan
1.010000	0.169379	-nan
1.020000	0.168024	-nan
1.030000	0.166695	-nan
1.040000	0.165390	-nan
1.050000	0.164109	-nan
1.060000	0.162852	-nan
1.070000	0.161618	-nan
1.080000	0.160406	-nan
1.090000	0.159216	-nan
1.100000	0.158046	-nan
1.110000	0.156897	-nan
1.120000	0.155768	-nan
1.130000	0.154658	-nan
1.140000	0.153567	-nan
1.150000	0.152495	-nan
1.160000	0.151440	-nan
1.170000	0.150402	-nan
1.180000	0.149382	-nan
1.190000	0.148378	-nan
1.200000	0.147390	-nan
1.210000	0.146418	-nan
1.220000	0.145460	-nan
1.230000	0.144518	-nan
1.240000	0.143590	-nan
1.250000	0.142676	-nan
1.260000	0.141776	-nan
1.270000	0.140889	-nan
1.280000	0.140015	-nan
1.290000	0.139155	-nan
1.300000	0.138306	-nan
1.310000	0.137470	-nan
1.320000	0.136647	-nan
1.330000	0.135834	-nan
1.340000	0.135033	-nan
1.350000	0.134244	-nan
1.360000	0.133465	-nan
1.370000	0.132697	-nan
1.380000	0.131940	-nan
1.390000	0.131192	-nan
1.400000	0.130455	-nan
1.410000	0.129727	-nan
1.420000	0.129009	-nan
1.430000	0.128301	-nan
1.440000	0.127601	-nan
1.450000	0.126910	-nan
1.460000	0.126229	-nan
1.470000	0.125556	-nan
1.480000	0.124891	-nan
1.490000	0.124235	-nan
1.500000	0.123587	-nan
1.510000	0.122946	-nan
1.520000	0.122314	-nan
1.530000	0.121689	-nan
1.540000	0.121072	-nan
1.550000	0.120462	-nan
1.560000	0.119859	-nan
1.570000	0.119263	-nan
1.580000	0.118675	-nan
1.590000	0.118093	-nan
1.600000	0.117518	-nan
1.610000	0.116949	-nan
1.620000	0.116386	-nan
1.630000	0.115831	-nan
1.640000	0.115281	-nan
1.650000	0.114737	-nan
1.660000	0.114200	-nan
1.670000	0.113668	-nan
1.680000	0.113143	-nan
1.690000	0.112623	-nan
1.700000	0.112108	-nan
1.710000	0.111599	-nan
1.720000	0.111096	-nan
1.730000	0.110597	-nan
1.740000	0.110104	-nan
1.750000	0.109616	-nan
1.760000	0.109134	-nan
1.770000	0.108656	-nan
1.780000	0.108183	-nan
1.790000	0.107714	-nan
1.800000	0.107251	-nan
1.810000	0.106792	-nan
1.820000	0.106338	-nan
1.830000	0.105888	-nan
1.840000	0.105443	-nan
1.850000	0.105002	-nan
1.860000	0.104566	-nan
1.870000	0.104133	-nan
1.880000	0.103705	-nan
